Sr No.,Utterance,Emotion,Sentiment,labels
1807,Whoa!,surprise,negative,"['Urgency', 'Anxiety']"
1808,What is that?!,surprise,negative,"['Urgency', 'Anxiety']"
1809,It's nine o'clock in the morning!,surprise,negative,"['Urgency', 'Anxiety']"
1810,Can I help you?,neutral,neutral,['Calm']
1811,"Uh yeah, where-wheres the guy who decides whos pictures go up on the wall?",neutral,neutral,['Calm']
1812,Hes not here right now.,neutral,neutral,['Calm']
1813,"Oh, youre kidding me!",anger,negative,"['Aggression', 'Coercion']"
1814,"All-all right, well make sure you tell him that Joey Tribbiani stopped by to drop off all of these clothes.",neutral,neutral,['Calm']
1815,Okay?,neutral,neutral,['Calm']
1816,Im an actor. Im kinda getting my picture up there on the wall.,neutral,neutral,['Calm']
1817,"Yknow, there are two people who could put your picture up there.",neutral,neutral,['Calm']
1818,"Oh really? Well, maybe you and I go out for drinks?  Youre the other one right?",neutral,neutral,['Calm']
1819,"Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.",sadness,negative,"['Distress', 'Helplessness']"
1820,What?! Youre crazy! Theres nothing sexual about the noises I make!,surprise,positive,"['Urgency', 'Anxiety']"
1822,Theres nothing sexual about this?,anger,negative,"['Aggression', 'Coercion']"
1824,Oo God!,sadness,negative,"['Distress', 'Helplessness']"
1828,What are you looking at?!,anger,negative,"['Aggression', 'Coercion']"
1829,I mean hi.,neutral,neutral,['Calm']
1830,"Oh myThis is so embarrassing. Oh my God, Im never gonna get massaged again!",fear,negative,"['Fear', 'Panic', 'Anxiety']"
1831,"No, you cant let this stop you from getting massages!",sadness,negative,"['Distress', 'Helplessness']"
1832,"No look, I have, I have lots of clients that make the same noises you do!",neutral,neutral,['Calm']
1833,Really?!,surprise,negative,"['Urgency', 'Anxiety']"
1834,"Well not clients, lovers. But lets just yknow, try it again. Come back and-and well work through it.",neutral,neutral,['Calm']
1835,Are you sure?,surprise,positive,"['Urgency', 'Anxiety']"
1836,Yes.,neutral,neutral,['Calm']
1837,I guess.,neutral,neutral,['Calm']
1838,"Great! Okay, if youll just excuse me.  So, did you hear something you liked?",joy,positive,['Calm']
1854,"Thanks for the coffee, or bedankt voor de koffie, Gunter.",neutral,neutral,['Calm']
1855,"Yeah, were done.",neutral,neutral,['Calm']
1856,Ezel? Ezel? Ezel?,surprise,negative,"['Urgency', 'Anxiety']"
1857,"Hey Ross! Listen, do you want to go see that new Imax movie on tide pools?",joy,positive,['Calm']
1858,Really?!,surprise,negative,"['Urgency', 'Anxiety']"
1859,"No. But I got Knicks tickets for you, me, and Chandler.",neutral,neutral,['Calm']
1860,Sweet!,joy,positive,['Calm']
1861,"All right, well finish your coffee; lets go.",neutral,neutral,['Calm']
1862,"Ah, no-no-no just Ross. Ross and Joey is embarrassing enough.",disgust,negative,"['Aggression', 'Distress', 'Coercion']"
1863,"Uh actually, sorry I cant even make it. Im seeing Mona again tonight.",neutral,neutral,['Calm']
1864,I understand: who would cancel an actual date to go to a fake bachelor party?,neutral,neutral,['Calm']
1865,Im sorry I gotta cancel tonight baby,sadness,negative,"['Distress', 'Helplessness']"
1866,"So it's down to these two, Nancy I know you like this one and I think I agree. Rachel, what do you think?",neutral,neutral,['Calm']
1867,"Well umm, that one is pretty but uh, I just, I just love this fabric  Sorry.",neutral,neutral,['Calm']
1868,"Oh don't be sorry, that's part of your job here to give your opinions and then I take credit for them--I'm kidding.",neutral,neutral,['Calm']
1869,"She is kidding, but don't ever disagree with her again. Okay, now I'm kidding!",joy,positive,['Calm']
1870,"Oh, what a fun office.",joy,positive,['Calm']
1871,"I don't know which one, but I do know I need a cigarette.",neutral,neutral,['Calm']
1872,"So what do you say we take a break, we go outside, and we'll figure this out when we come back?",neutral,neutral,['Calm']
1873,Rachel? Do you smoke?,neutral,neutral,['Calm']
1874,"Oh no, my dad's a doctor and he would always tell me just horror storiesabout ghosts and goblins who totally supported the princess's right to smoke.",neutral,neutral,['Calm']
1875,What?,neutral,neutral,['Calm']
1876,Peach pit.,neutral,neutral,['Calm']
1877,"Yes, Bunny?",neutral,neutral,['Calm']
1878,"Peach pit. That night we, uh- we had-",neutral,neutral,['Calm']
1879,-Peaches?,neutral,neutral,['Calm']
1880,"Actually, nectarines, but basically...",neutral,neutral,['Calm']
1881,Could've been a peach.,neutral,neutral,['Calm']
1882,"Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.",neutral,neutral,['Calm']
1883,"Hey, that woman's got an ass like Carol's!  What? Thought we were trying to find stuff.",joy,positive,['Calm']
1884,All right!,joy,positive,['Calm']
1885,Westminster Abbey!,joy,positive,['Calm']
1886,"Hands down, best Abbey Ive ever seen.",joy,positive,['Calm']
1887,Hey!,joy,positive,['Calm']
1888,Okay.,neutral,neutral,['Calm']
1889,"What do you think of the Abbey, Chandler?",neutral,neutral,['Calm']
1890,"I think its great. Its great. Yknow, theyre thinking of changing the name of this place.",neutral,neutral,['Calm']
1891,Really? To what?,surprise,negative,"['Urgency', 'Anxiety']"
1892,To Put the Camera Away!!!,anger,negative,"['Aggression', 'Coercion']"
1893,"Man,",neutral,neutral,['Calm']
1894,"Y'know, I can't believe I'm getting my nails done!  And",surprise,negative,"['Urgency', 'Anxiety']"
1895,"Chandler, theres a guy right over there.",neutral,neutral,['Calm']
1896,Thats a mailman! Thats,surprise,negative,"['Urgency', 'Anxiety']"
1897,"Chandler, dont worry! This doesnt make you any less of a guy!",neutral,neutral,['Calm']
1898,"Hey, you know who used to have nails like that?",neutral,neutral,['Calm']
1900,"Eh..., I dont, I dont know.",sadness,negative,"['Distress', 'Helplessness']"
1901,What?,neutral,neutral,['Calm']
1902,"Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?",sadness,negative,"['Distress', 'Helplessness']"
1903,Rachel?,neutral,neutral,['Calm']
1904,Yeah.,neutral,neutral,['Calm']
1905,"Do you remember when you first came here, how you spent two weeks getting trained by another waitress?",neutral,neutral,['Calm']
1906,"Oh, sure! Do you need me to train somebody new?",joy,positive,['Calm']
1907,"Good one. Actually, ah, Terry wants you to take the training again, whenever.",neutral,neutral,['Calm']
1908,"Eh, do you believe that?",surprise,positive,"['Urgency', 'Anxiety']"
1909,Yeah?,neutral,neutral,['Calm']
1910,"Hey honey, you got the kind with the little girl, you said we were gonna to get the kind with the baby.",anger,negative,"['Aggression', 'Coercion']"
1911,"No, you said the baby creeps you out.",neutral,neutral,['Calm']
1912,"No, the little girl creeps me out.",anger,negative,"['Aggression', 'Coercion']"
1913,You said the baby.,neutral,neutral,['Calm']
1914,Why would the baby creep me out?,anger,negative,"['Aggression', 'Coercion']"
1915,Why would the little girl creep you out?,anger,negative,"['Aggression', 'Coercion']"
1916,"You guys, Im sorry, could you please talk a little slower?",neutral,neutral,['Calm']
1917,This is going in your book?,surprise,negative,"['Urgency', 'Anxiety']"
1918,"Yeah, its about relationships. Yknow? The traps, the pitfalls, what not to do, keep going. This stuff is great!",joy,positive,['Calm']
1919,What?! Excuse me!,surprise,negative,"['Urgency', 'Anxiety']"
1920,And how none of it matters when the people really love each other.,neutral,neutral,['Calm']
1921,And how people will believe anything you tell them as long as its a compliment.,neutral,neutral,['Calm']
1923,"Yes, I made it!",joy,positive,['Calm']
1924,Im on time!,joy,positive,['Calm']
1925,"Okay, why dont we all uh,  open our books to page 23.",neutral,neutral,['Calm']
1926,Where  Where you will seea uha bunch of uhred spots.,neutral,neutral,['Calm']
1927,"Okay,  umm, why dont, why dont you all start to read, while I",neutral,neutral,['Calm']
1928,"Yeah, all right. All right! Just keep walkin'! All right?",anger,negative,"['Aggression', 'Coercion']"
1929,"Ross! What are you I'm sorry sir. I just, I think he just really likes you.",neutral,neutral,['Calm']
1930,Hey! Y'know that teacher who had a baby with her student?,neutral,neutral,['Calm']
1931,What the? What,surprise,negative,"['Urgency', 'Anxiety']"
1933,Miss? May I help you?,neutral,neutral,['Calm']
1934,"Okay look, don't...don't be mad okay?",fear,negative,"['Fear', 'Panic', 'Anxiety']"
1935,"But after I unpacked the boxes I wanted to do something nice for you, so, I-I-I cleaned the apartment.",neutral,neutral,['Calm']
1936,"So I moved everything around and then I forgot where it, where it went back and I'm sorry, I'm very sorry, I'm sorry, I'm sorry.",sadness,negative,"['Distress', 'Helplessness']"
1937,"It's okay. Chandler, are you afraid of me or something?",neutral,neutral,['Calm']
1938,Do you want me to be afraid of you?,neutral,neutral,['Calm']
1939,Of course not.,neutral,neutral,['Calm']
1940,"I mean gosh, Chandler what you did, it's, it's a wonderful thing and I really appreciate it.",joy,positive,['Calm']
1941,"I know I have this weird thing where I want everything to be in the perfect place, but I'd never expect you to worry about that.",joy,positive,['Calm']
1942,Really?,surprise,positive,"['Urgency', 'Anxiety']"
1943,Of course!,neutral,neutral,['Calm']
1944,Oh well you're the best. You come here to me.,joy,positive,['Calm']
1945,"All right, hold on okay? First thing's first.  Okay, now did Ross sit",neutral,neutral,['Calm']
1946,"Okay, that's it. I cannot make this decision! It is",anger,negative,"['Aggression', 'Coercion']"
1947,"A Magic Eight ball?! You can't be serious, you can't make this decision with a toy!",disgust,negative,"['Aggression', 'Distress', 'Coercion']"
1948,"Ooh, it's not a toy.",anger,negative,"['Aggression', 'Coercion']"
1949,"Well, I don't know what else to do.",sadness,negative,"['Distress', 'Helplessness']"
1950,"I mean, I either keep my wife and lose one of my-my-my best friends or I keep my friend and get divorced the second time before I'm 30!",anger,negative,"['Aggression', 'Coercion']"
1951,"So-so if anyone has-has a better suggestion, let's hear it!",anger,negative,"['Aggression', 'Coercion']"
1952,'Cause I-I got nothing!,anger,negative,"['Aggression', 'Coercion']"
1953,"All right, don't be shy, any suggestion will do.",anger,negative,"['Aggression', 'Coercion']"
1954,Okay then.,neutral,neutral,['Calm']
1955,Here we go.,neutral,neutral,['Calm']
1956,"Magic 8 Ball, should I never see Rachel again?",neutral,neutral,['Calm']
1957,Ask again later.,neutral,neutral,['Calm']
1958,Later is not good enough.,anger,negative,"['Aggression', 'Coercion']"
1959,Ask again later.,neutral,neutral,['Calm']
1960,What the hell!,anger,negative,"['Aggression', 'Coercion']"
1961,This is broken!,anger,negative,"['Aggression', 'Coercion']"
1962,It-it is broken!,anger,negative,"['Aggression', 'Coercion']"
1963,"All right, let me see.  Will Chandler have sex tonight?  Don't count on it. Seems like it works to me.",neutral,neutral,['Calm']
1964,Excuse me.,neutral,neutral,['Calm']
1965,Yeah?,neutral,neutral,['Calm']
1966,Are you Phoebe Buffay?,neutral,neutral,['Calm']
1967,Yeah.,neutral,neutral,['Calm']
1968,"Can-can I get your autograph, Im your biggest fan.",joy,positive,['Calm']
1969,"I think she took it pretty well. You know Paolo's over there right now, so...",neutral,neutral,['Calm']
1970,"Ah...ooh! Well, looks like, uh, we kicked your butts.",joy,positive,['Calm']
1971,"No-no, she kicked our butts. You could be on the Olympic standing-there team.",anger,negative,"['Aggression', 'Coercion']"
1972,"Come on, two on one.",neutral,neutral,['Calm']
1973,"What are you still doing here? She just broke up with the guy, it's time for you to swoop in!",surprise,negative,"['Urgency', 'Anxiety']"
1974,"What, now?",surprise,negative,"['Urgency', 'Anxiety']"
1975,"Yes, now is when you swoop!",joy,positive,['Calm']
1976,"You gotta make sure that when Paolo walks out of there, the first guy Rachel sees is you, She's gotta know that you're everything he's not!",joy,positive,['Calm']
1977,"You're like, like the anti-Paolo!",anger,negative,"['Aggression', 'Coercion']"
1978,My Catholic friend is right.,neutral,neutral,['Calm']
1979,She's distraught.,neutral,neutral,['Calm']
1980,You're there for her.,neutral,neutral,['Calm']
1981,"You pick up the pieces, and then you usher in the age of Ross!",joy,positive,['Calm']
1982,"Well, I just called Joshua",neutral,neutral,['Calm']
1983,"Oh, how did it go?",sadness,negative,"['Distress', 'Helplessness']"
1984,"Well, I did my best to convince him that Im not some crazy girl who is dying to get marriedIm just going through a hard time.",neutral,neutral,['Calm']
1985,What did he say?,neutral,neutral,['Calm']
1986,"Well uh, his answering machine was",sadness,negative,"['Distress', 'Helplessness']"
1987,"Ohh, sweetie!  Hey, I bet you anything that hes gonna call you again.",sadness,negative,"['Distress', 'Helplessness']"
1988,"Yeah, maybe, but I dont think I even care.",sadness,negative,"['Distress', 'Helplessness']"
1989,I dont think hes the one Im sad about.,sadness,negative,"['Distress', 'Helplessness']"
1990,"Yknow, I know that I said that I am totally okay with Ross getting married, but as it turns out, I dont think Im handling it all that well.",sadness,negative,"['Distress', 'Helplessness']"
1991,"Yeah, maybe.",sadness,negative,"['Distress', 'Helplessness']"
1992,And I-I am just trying to figure out why.,sadness,negative,"['Distress', 'Helplessness']"
1993,Any luck?,sadness,negative,"['Distress', 'Helplessness']"
1994,"Well, yeah, yknow how Ross and I were on again, off again, on again, off again?",sadness,negative,"['Distress', 'Helplessness']"
1995,"I guess I just figured that somewhere down the road, we would be on again.",sadness,negative,"['Distress', 'Helplessness']"
1996,Again. Yknow what? I think we all did.,sadness,negative,"['Distress', 'Helplessness']"
1997,Hey!,joy,positive,['Calm']
1998,I dont get it!,surprise,negative,"['Urgency', 'Anxiety']"
1999,It was in my room all night!,anger,negative,"['Aggression', 'Coercion']"
2000,"And if she didnt take it, and I didnt take it; and you  didnt take it, then who did?",anger,negative,"['Aggression', 'Coercion']"
2001,Shh!,anger,negative,"['Aggression', 'Coercion']"
2002,Were trying to think!,anger,negative,"['Aggression', 'Coercion']"
2003,"This is the unit for you my friend. Sturdy construction, tons of storage compartments, some big enough to fit a grown man.",neutral,neutral,['Calm']
2004,What?!,surprise,negative,"['Urgency', 'Anxiety']"
2005,Oh yeah!,joy,positive,['Calm']
